CustomerID,CustomerSegment,State,Device
C00474,Consumer,WA,iOS
C00475,Consumer,TX,iOS
C00476,Consumer,TX,Android
C00477,Consumer,FL,iOS
C00478,Consumer,NC,Android
C00479,Small Business,VA,Android
C00480,Enterprise,AZ,iOS
C00481,Small Business,NC,iOS
C00482,Consumer,NY,Desktop
C00483,Small Business,TX,Android
C00484,Consumer,TX,iOS
C00485,Consumer,TX,Android
C00486,Consumer,NY,Android
C00487,Consumer,FL,iOS
C00488,Consumer,MI,Android
C00489,Consumer,FL,Desktop
C00490,Consumer,FL,Android
C00491,Consumer,GA,Android
C00492,Consumer,PA,iOS
C00493,Consumer,CA,iOS
C00494,Consumer,NY,Desktop
C00495,Consumer,IL,iOS
C00496,Consumer,MA,Android
C00497,Consumer,WA,Desktop
C00498,Consumer,TX,Android
C00499,Consumer,VA,iOS
C00500,Consumer,GA,Android
C00501,Consumer,MI,Android
C00502,Consumer,VA,Desktop
C00503,Consumer,NY,Desktop
C00504,Consumer,OH,Android
C00505,Consumer,VA,Desktop
C00506,Consumer,NC,Android
C00507,Consumer,CA,Desktop
C00508,Consumer,WA,Desktop
C00509,Small Business,AZ,Desktop
C00510,Consumer,AZ,Android
C00511,Consumer,MA,iOS
C00512,Consumer,IL,Desktop
C00513,Consumer,FL,Android
C00514,Consumer,PA,iOS
C00515,Consumer,FL,Android
C00516,Consumer,GA,Desktop
C00517,Consumer,MI,iOS
C00518,Small Business,NC,Android
C00519,Consumer,MI,Android
C00520,Consumer,NY,Desktop
C00521,Consumer,VA,iOS
C00522,Small Business,MI,Android
C00523,Small Business,NC,iOS
C00524,Small Business,NC,Android
C00525,Small Business,MI,Desktop
C00526,Consumer,AZ,Desktop
C00527,Consumer,MI,Android
C00528,Enterprise,AZ,iOS
C00529,Consumer,WA,Desktop
C00530,Consumer,NY,iOS
C00531,Consumer,VA,Android
C00532,Consumer,GA,Android
C00533,Small Business,NC,iOS
C00534,Consumer,WA,Desktop
C00535,Enterprise,GA,Android
C00536,Consumer,CA,Android
C00537,Consumer,IL,iOS
C00538,Small Business,TX,Desktop
C00539,Consumer,MA,Android
C00540,Consumer,NC,Android
C00541,Consumer,WA,Desktop
C00542,Consumer,WA,Android
C00543,Consumer,AZ,iOS
C00544,Consumer,NY,iOS
C00545,Consumer,IL,Android
C00546,Consumer,NC,iOS
C00547,Consumer,VA,Desktop
C00548,Consumer,NC,Android
C00549,Consumer,WA,iOS
C00550,Small Business,TX,Android
C00551,Consumer,OH,iOS
C00552,Consumer,MA,Desktop
C00553,Consumer,MA,Desktop
C00554,Consumer,FL,iOS
C00555,Small Business,CA,iOS
C00556,Consumer,NC,iOS
C00557,Consumer,MI,iOS
C00558,Consumer,WA,iOS
C00559,Small Business,NC,iOS
C00560,Consumer,WA,Desktop
C00561,Consumer,MI,Desktop
C00562,Consumer,FL,iOS
C00563,Small Business,VA,iOS
C00564,Consumer,VA,Desktop
C00565,Consumer,MA,iOS
C00566,Consumer,IL,Desktop
C00567,Small Business,NY,iOS
C00568,Consumer,NC,iOS
C00569,Consumer,PA,Desktop
C00570,Small Business,IL,Android
C00571,Small Business,NY,Desktop
C00572,Small Business,TX,iOS
C00573,Consumer,WA,Desktop
C00574,Consumer,VA,Android
C00575,Small Business,GA,iOS
C00576,Consumer,IL,iOS
C00577,Small Business,AZ,Desktop
C00578,Consumer,IL,Desktop
C00579,Consumer,MI,iOS
C00580,Small Business,NY,Desktop
C00581,Consumer,WA,Desktop
C00582,Consumer,PA,Android
C00583,Consumer,NC,Android
C00584,Consumer,MI,iOS
C00585,Consumer,FL,iOS
C00586,Small Business,CA,iOS
C00587,Consumer,OH,Android
C00588,Enterprise,NY,iOS
C00589,Consumer,MA,iOS
C00590,Consumer,VA,iOS
C00591,Consumer,CA,Android
C00592,Small Business,TX,Android
C00593,Consumer,FL,Android
C00594,Small Business,OH,Android
C00595,Enterprise,NC,Desktop
C00596,Consumer,CA,Android
C00597,Consumer,NY,iOS
C00598,Consumer,AZ,iOS
C00599,Consumer,IL,iOS
C00600,Consumer,MI,Android
C00601,Consumer,PA,Desktop
C00602,Small Business,NY,iOS
C00603,Small Business,NC,iOS
C00604,Consumer,WA,iOS
C00605,Consumer,NC,Android
C00606,Consumer,TX,iOS
C00607,Consumer,AZ,iOS
C00608,Consumer,NY,Android
C00609,Consumer,WA,Android
C00610,Consumer,OH,iOS
C00611,Consumer,VA,Android
C00612,Consumer,FL,iOS
C00613,Consumer,AZ,iOS
C00614,Consumer,VA,iOS
C00615,Consumer,TX,Desktop
C00616,Consumer,OH,Desktop
C00617,Consumer,MI,Desktop
C00618,Small Business,TX,iOS
C00619,Consumer,MI,Android
C00620,Consumer,OH,Desktop
C00621,Consumer,PA,Android
C00622,Consumer,FL,iOS
C00623,Consumer,PA,iOS
C00624,Small Business,FL,Android
C00625,Consumer,AZ,iOS
C00626,Small Business,AZ,iOS
C00627,Consumer,IL,iOS
C00628,Consumer,AZ,Android
C00629,Small Business,AZ,Android
C00630,Consumer,FL,iOS
C00631,Consumer,MI,Desktop
C00632,Consumer,AZ,iOS
C00633,Consumer,OH,Desktop
C00634,Small Business,IL,iOS
C00635,Consumer,GA,Desktop
C00636,Consumer,WA,iOS
C00637,Consumer,MI,iOS
C00638,Consumer,OH,Android
C00639,Enterprise,MI,iOS
C00640,Consumer,NY,iOS
C00641,Consumer,TX,iOS
C00642,Consumer,CA,iOS
C00643,Consumer,PA,Android
C00644,Small Business,MI,iOS
C00645,Consumer,TX,Android
C00646,Consumer,NY,Android
C00647,Consumer,IL,iOS
C00648,Consumer,NY,Android
C00649,Consumer,VA,Desktop
C00650,Consumer,PA,Desktop
C00651,Consumer,CA,Desktop
C00652,Consumer,OH,iOS
C00653,Consumer,AZ,iOS
C00654,Consumer,AZ,Android
C00655,Small Business,GA,Desktop
C00656,Consumer,VA,iOS
C00657,Consumer,NC,Android
C00658,Small Business,MA,iOS
C00659,Consumer,CA,Desktop
C00660,Consumer,TX,Desktop
C00661,Small Business,NY,Desktop
C00662,Consumer,IL,iOS
C00663,Consumer,VA,iOS
C00664,Consumer,WA,iOS
C00665,Enterprise,FL,iOS
C00666,Consumer,OH,Desktop
C00667,Enterprise,MA,iOS
C00668,Consumer,NC,iOS
C00669,Consumer,PA,iOS
C00670,Small Business,PA,Android
C00671,Small Business,GA,iOS
C00672,Consumer,MI,Desktop
C00673,Consumer,MI,Android
C00674,Consumer,MA,iOS
C00675,Consumer,OH,Desktop
C00676,Consumer,MA,iOS
C00677,Small Business,OH,Android
C00678,Small Business,OH,Android
C00679,Enterprise,OH,Desktop
C00680,Small Business,GA,Desktop
C00681,Consumer,NC,Android
C00682,Consumer,VA,iOS
C00683,Consumer,OH,Android
C00684,Small Business,VA,Android
C00685,Consumer,MA,iOS
C00686,Consumer,MI,Android
C00687,Consumer,TX,Desktop
C00688,Small Business,MI,iOS
C00689,Consumer,FL,Desktop
C00690,Consumer,PA,Desktop
C00691,Consumer,OH,Android
C00692,Consumer,PA,Desktop
C00693,Consumer,OH,Android
C00694,Consumer,NY,Android
C00695,Consumer,MA,Desktop
C00696,Consumer,WA,Android
C00697,Consumer,NY,Android
C00698,Consumer,TX,iOS
C00699,Consumer,WA,iOS
C00700,Consumer,NC,Desktop
C00701,Small Business,IL,iOS
C00702,Consumer,MI,iOS
C00703,Consumer,IL,iOS
C00704,Consumer,VA,iOS
C00705,Consumer,IL,Desktop
C00706,Small Business,CA,Android
C00707,Consumer,MI,Android
C00708,Consumer,NY,Android
C00709,Small Business,MA,Android
C00710,Consumer,WA,Desktop
C00711,Consumer,OH,Desktop
C00712,Enterprise,WA,iOS
C00713,Consumer,GA,Desktop
C00714,Consumer,GA,iOS
C00715,Consumer,AZ,iOS
C00716,Consumer,VA,Desktop
C00717,Consumer,TX,iOS
C00718,Consumer,MI,Android
C00719,Consumer,NY,Android
C00720,Small Business,OH,iOS
C00721,Consumer,NY,Desktop
C00722,Consumer,MI,Desktop
C00723,Consumer,PA,Android
C00724,Consumer,TX,Android
C00725,Consumer,VA,Android
C00726,Consumer,NY,Desktop
C00727,Consumer,AZ,iOS
C00728,Consumer,FL,Desktop
C00729,Consumer,TX,iOS
C00730,Small Business,OH,Desktop
C00731,Small Business,IL,iOS
C00732,Consumer,GA,Android
C00733,Consumer,TX,iOS
C00734,Consumer,GA,Desktop
C00735,Consumer,IL,Desktop
C00736,Small Business,OH,Android
C00737,Small Business,MI,Android
C00738,Enterprise,VA,Android
C00739,Consumer,NY,iOS
C00740,Consumer,MI,iOS
C00741,Consumer,GA,iOS
C00742,Small Business,AZ,Desktop
C00743,Consumer,VA,Desktop
C00744,Consumer,PA,iOS
C00745,Consumer,CA,Desktop
C00746,Consumer,CA,iOS
C00747,Consumer,OH,iOS
C00748,Small Business,NC,iOS
C00749,Consumer,TX,iOS
C00750,Small Business,VA,Desktop
C00751,Small Business,PA,Desktop
C00752,Small Business,NC,Android
C00753,Consumer,CA,Desktop
C00754,Consumer,PA,Android
C00755,Consumer,GA,iOS
C00756,Consumer,NY,iOS
C00757,Consumer,OH,Android
C00758,Small Business,MA,iOS
C00759,Consumer,AZ,Android
C00760,Consumer,GA,Android
C00761,Consumer,FL,Desktop
C00762,Small Business,NY,Android
C00763,Small Business,WA,iOS
C00764,Consumer,TX,Desktop
C00765,Small Business,GA,Android
C00766,Enterprise,FL,iOS
C00767,Consumer,MA,Android
C00768,Consumer,IL,Desktop
C00769,Consumer,GA,Desktop
C00770,Consumer,TX,iOS
C00771,Consumer,IL,iOS
C00772,Consumer,PA,Android
C00773,Consumer,IL,Desktop
C00774,Consumer,MI,iOS
C00775,Small Business,PA,Android
C00776,Consumer,TX,iOS
C00777,Small Business,FL,Android
C00778,Consumer,PA,iOS
C00779,Consumer,WA,Desktop
C00780,Consumer,WA,iOS
C00781,Consumer,IL,iOS
C00782,Consumer,WA,Desktop
C00783,Small Business,OH,Desktop
C00784,Consumer,AZ,iOS
C00785,Enterprise,MI,Desktop
C00786,Consumer,FL,Android
C00787,Consumer,GA,Desktop
C00788,Consumer,NC,Desktop
C00789,Consumer,WA,iOS
C00790,Consumer,TX,iOS
C00791,Small Business,AZ,Desktop
C00792,Small Business,OH,Android
C00793,Consumer,FL,Desktop
C00794,Consumer,NY,iOS
C00795,Small Business,PA,iOS
C00796,Consumer,GA,Desktop
C00797,Small Business,VA,Desktop
C00798,Small Business,VA,Desktop
C00799,Consumer,OH,iOS
C00800,Small Business,AZ,Android
C00801,Consumer,AZ,Android
C00802,Consumer,GA,Android
C00803,Enterprise,NY,Desktop
C00804,Small Business,MI,Android
C00805,Small Business,CA,Desktop
C00806,Consumer,PA,Desktop
C00807,Consumer,MA,iOS
C00808,Consumer,IL,Desktop
C00809,Consumer,NC,iOS
C00810,Enterprise,WA,Desktop
C00811,Small Business,PA,iOS
C00812,Consumer,WA,Desktop
C00813,Consumer,VA,Android
C00814,Consumer,NC,iOS
C00815,Consumer,NC,Android
C00816,Consumer,NC,Android
C00817,Consumer,AZ,Android
C00818,Consumer,WA,iOS
C00819,Consumer,CA,iOS
C00820,Small Business,TX,Desktop
C00821,Consumer,IL,iOS
C00822,Consumer,OH,Desktop
C00823,Consumer,IL,iOS
C00824,Consumer,VA,iOS
C00825,Consumer,VA,Android
C00826,Consumer,GA,Desktop
C00827,Small Business,MI,Android
C00828,Consumer,VA,iOS
C00829,Enterprise,OH,iOS
C00830,Small Business,FL,Android
C00831,Consumer,IL,Desktop
C00832,Small Business,NY,Android
C00833,Consumer,CA,Android
C00834,Consumer,MI,Android
C00835,Consumer,NY,Android
C00836,Consumer,NC,Android
C00837,Consumer,PA,iOS
C00838,Consumer,NY,Desktop
C00839,Consumer,FL,Android
C00840,Small Business,VA,iOS
C00841,Small Business,MI,iOS
C00842,Consumer,MI,Desktop
C00843,Consumer,VA,iOS
C00844,Consumer,TX,iOS
C00845,Consumer,AZ,iOS
C00846,Small Business,NY,Desktop
C00847,Consumer,MA,Desktop
C00848,Small Business,IL,Android
C00849,Consumer,AZ,Android
C00850,Consumer,WA,iOS
C00851,Consumer,AZ,iOS
C00852,Consumer,PA,iOS
C00853,Consumer,FL,Desktop
C00854,Consumer,AZ,iOS
C00855,Consumer,GA,Android
C00856,Consumer,PA,Android
C00857,Enterprise,GA,Desktop
C00858,Consumer,AZ,Android
C00859,Consumer,AZ,Android
C00860,Small Business,GA,iOS
C00861,Consumer,NY,Desktop
C00862,Consumer,GA,iOS
C00863,Consumer,OH,Android
C00864,Enterprise,MA,Android
C00865,Small Business,FL,Android
C00866,Consumer,PA,Desktop
C00867,Consumer,AZ,Android
C00868,Consumer,TX,iOS
C00869,Consumer,WA,iOS
C00870,Small Business,WA,iOS
